Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Coluna 7,Coluna 8,Coluna 9,Coluna 10,Coluna 11,Coluna 12,Coluna 13,Coluna 14,Coluna 15,Coluna 16,Coluna 17,Coluna 18,Coluna 19,Coluna 20,Coluna 21,Coluna 22,Coluna 23,Coluna 24,Coluna 25,Coluna 26,Coluna 27,Coluna 28,Coluna 29,Coluna 30,Coluna 31,Coluna 32,Coluna 33,Coluna 34,Coluna 35,Coluna 36,Coluna 37,Coluna 38,Coluna 39,Coluna 40,Coluna 41,Coluna 42,Coluna 43,Coluna 44,Coluna 45,Coluna 46,Coluna 47,Coluna 48,Coluna 49,Coluna 50,Coluna 51,Coluna 52,Coluna 53,Coluna 54,Coluna 55,Coluna 56,Coluna 57,Coluna 58,Coluna 59,Coluna 60,Coluna 61,Coluna 62,Coluna 63,Coluna 64,Coluna 65,Coluna 66,Coluna 67,Coluna 68,Coluna 69,Coluna 70,Coluna 71,Coluna 72,Coluna 73,Coluna 74,Coluna 75,Coluna 76,Coluna 77,Coluna 78,Coluna 79,Coluna 80,Coluna 81,Coluna 82,Coluna 83,Coluna 84,Coluna 85,Coluna 86,Coluna 87,Coluna 88,Coluna 89,Coluna 90,Coluna 91,Coluna 92,Coluna 93,Coluna 94,Coluna 95,Coluna 96,Coluna 97,Coluna 98,Coluna 99,Coluna 100
D214Y5,822,02/08/2023,QUA,3,5,2,2,2,2,2,2,2,2,2,2,2,5,7,5,10,4,2,8,9,3,8,5,10,5,9,7,8,3,2,10,3,9,3,5,3,6,3,4,7,8,10,6,10,4,2,5,2,2,3,4,3,6,2,3,4,5,4,10,3,5,2,5,9,4,10,7,9,9,2,10,3,7,9,6,6,6,5,2,5,10,7,9,7,2,4,4,7,2,10,7,7,6,8,2
D215Y5,853,03/08/2023,QUI,4,2,2,2,2,2,2,2,2,2,2,2,2,3,8,3,8,7,5,10,7,3,2,8,10,6,10,2,10,9,8,5,3,8,6,6,5,5,10,8,9,4,3,4,5,6,5,8,8,8,3,3,6,2,6,9,4,3,5,5,4,7,3,10,5,9,4,8,10,4,9,8,10,5,7,6,3,7,6,6,8,10,10,3,7,9,6,7,6,4,6,4,4,4,6,3
D216Y5,762,04/08/2023,SEX,2,2,3,2,2,2,2,2,2,2,2,2,2,4,3,9,8,4,7,8,6,6,5,5,8,4,5,8,10,7,10,2,8,7,5,3,6,9,2,8,5,10,4,5,10,4,7,2,7,3,8,9,7,6,4,7,2,3,3,3,6,8,7,10,9,4,2,2,2,10,7,3,9,8,7,4,10,10,9,10,2,8,6,2,6,7,8,3,6,9,10,4,4,9,8,10
D217Y5,1115,05/08/2023,SÁB,3,3,4,2,2,2,2,2,2,2,2,2,2,3,10,3,7,8,7,10,5,5,10,7,7,8,2,3,5,9,8,2,9,2,7,9,8,6,7,10,9,7,6,6,6,10,3,8,7,8,9,6,6,7,7,2,2,2,2,9,4,6,4,3,10,2,9,7,3,4,4,2,7,3,9,6,10,2,3,3,9,3,9,7,8,2,8,3,5,6,9,9,3,3,8,6
D218Y5,883,06/08/2023,DOM,5,3,3,2,2,2,2,2,2,2,2,2,2,9,2,4,7,9,4,2,4,9,5,2,10,6,10,7,6,5,8,9,7,5,9,2,10,10,2,5,7,2,7,7,6,8,5,9,5,3,5,4,6,7,2,9,8,4,3,5,2,8,3,2,7,7,6,5,10,7,6,8,5,10,6,8,9,3,2,6,5,2,2,4,4,10,2,3,10,5,5,3,6,2,9,2
D219Y5,937,07/08/2023,SEG,4,2,4,2,2,2,2,2,2,2,2,2,2,10,6,7,5,3,7,2,6,5,8,7,3,4,2,4,8,2,2,6,8,5,7,5,8,5,5,4,5,9,8,4,4,7,6,8,7,9,3,7,3,4,2,9,2,6,2,2,5,3,10,10,8,8,9,3,9,5,2,5,9,10,3,9,8,6,6,6,2,6,10,5,7,4,7,6,8,10,7,5,6,9,7,5
D220Y5,1166,08/08/2023,TER,3,3,2,2,2,2,2,2,2,2,2,2,2,9,10,4,10,8,7,10,6,9,3,2,2,3,10,5,3,7,2,3,8,7,2,4,4,3,8,2,6,6,8,10,5,7,4,5,7,10,5,6,4,6,3,7,7,6,6,6,5,4,9,8,6,7,10,5,10,2,3,3,4,8,4,3,6,9,10,8,6,5,3,10,4,9,5,2,6,3,5,4,9,2,5,3
D221Y5,1098,09/08/2023,QUA,4,3,5,2,2,2,2,2,2,2,2,2,2,2,7,10,10,5,4,8,7,4,9,6,2,9,6,4,7,10,3,5,4,9,8,6,7,2,8,2,2,6,10,7,3,6,2,5,8,3,3,9,9,9,2,9,8,9,8,6,2,2,9,4,2,6,7,7,6,9,6,6,5,8,7,7,2,8,9,4,3,9,6,10,8,6,2,6,2,3,9,3,10,6,10,10
D222Y5,698,10/08/2023,QUI,3,5,3,2,2,2,2,2,2,2,2,2,2,5,9,6,8,10,6,7,3,8,3,6,6,2,3,2,2,6,4,7,4,7,9,9,8,8,2,8,6,6,10,9,2,7,3,2,7,7,10,7,6,8,10,2,8,9,3,7,7,7,5,2,2,2,9,7,9,2,6,2,5,6,3,2,4,2,2,6,8,2,9,5,4,4,5,2,9,9,9,2,4,7,2,4
D223Y5,850,11/08/2023,SEX,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,6,10,9,10,3,2,5,2,9,2,2,5,3,6,2,5,7,10,4,5,10,5,7,6,2,3,10,7,10,8,3,6,8,10,9,9,6,8,10,6,5,5,6,7,6,3,2,8,9,3,7,5,2,4,5,9,2,8,5,9,10,9,5,2,7,2,5,10,7,7,3,3,3,10,4,3,3,7,8,3,5
D224Y5,1150,12/08/2023,SÁB,5,4,4,2,2,2,2,2,2,2,2,2,2,8,3,7,3,3,5,7,10,4,8,3,10,2,7,3,9,8,3,7,9,5,4,4,6,10,4,8,4,6,7,5,8,3,10,10,6,6,6,9,5,8,3,10,4,9,2,5,2,5,10,4,5,2,9,10,2,2,6,6,7,5,5,10,6,10,5,8,7,10,3,9,8,6,6,3,6,3,5,5,2,5,3,9
D225Y5,1057,13/08/2023,DOM,5,5,5,2,2,2,2,2,2,2,2,2,2,10,4,8,10,9,6,10,4,6,3,5,6,2,6,6,7,10,8,10,10,6,10,5,7,8,10,10,6,10,7,5,6,2,3,5,6,2,5,8,5,3,5,7,2,5,4,5,3,2,2,6,9,3,4,8,9,9,9,8,5,4,8,7,8,5,6,5,10,10,8,7,9,10,2,8,9,2,2,5,5,2,10,2
D226Y5,1056,14/08/2023,SEG,3,4,3,2,2,2,2,2,2,2,2,2,2,8,3,3,3,9,8,3,9,10,4,4,6,3,3,4,9,3,4,4,10,8,7,4,2,8,10,2,8,7,9,8,5,5,7,5,4,10,10,4,4,6,4,10,6,8,3,4,3,9,3,7,10,5,4,4,2,7,3,3,5,9,8,10,5,9,3,3,10,9,2,9,8,2,10,8,2,10,4,9,10,7,10,6
D227Y5,902,15/08/2023,TER,3,4,5,2,2,2,2,2,2,2,2,2,2,6,4,7,6,6,5,2,2,10,7,7,8,3,3,10,9,8,8,9,8,9,4,9,5,10,3,7,8,7,8,6,6,10,9,7,3,10,6,5,2,8,9,5,4,7,4,4,9,2,4,10,3,6,5,9,8,3,10,4,10,8,7,5,9,7,4,8,10,8,10,3,3,8,3,8,7,2,5,9,8,10,8,8
D228Y5,823,16/08/2023,QUA,4,3,2,2,2,2,2,2,2,2,2,2,2,8,10,5,6,2,9,7,5,3,8,6,10,8,2,10,3,9,6,7,4,7,6,5,2,3,9,3,2,9,4,8,9,8,3,3,9,6,8,6,9,5,8,3,3,6,3,8,3,7,2,3,8,6,2,10,9,9,8,8,4,2,7,4,2,5,9,6,5,7,3,2,2,8,7,8,4,3,2,6,10,4,10,5
D229Y5,1168,17/08/2023,QUI,2,3,4,2,2,2,2,2,2,2,2,2,2,10,5,2,2,7,9,8,5,7,5,7,6,7,10,2,10,5,5,5,9,6,6,6,10,9,6,10,2,5,7,5,9,2,10,5,7,10,9,10,10,5,3,10,8,6,5,7,8,4,8,7,10,5,4,7,9,2,4,9,10,7,5,9,6,7,7,7,4,3,8,9,10,6,6,4,4,5,7,9,5,3,10,6
D230Y5,507,18/08/2023,SEX,2,5,3,2,2,2,2,2,2,2,2,2,2,10,9,3,5,4,7,8,10,4,5,9,5,4,7,3,10,9,4,8,7,3,5,5,9,7,4,8,6,10,8,8,6,6,4,2,10,5,9,3,2,6,3,7,2,7,6,9,8,5,7,5,4,7,4,7,5,6,7,4,5,7,7,2,2,2,8,4,4,8,10,8,3,3,4,5,10,2,4,4,2,2,2,8
D231Y5,521,19/08/2023,SÁB,4,3,4,2,2,2,2,2,2,2,2,2,2,5,8,8,2,9,5,3,8,6,5,8,2,7,5,9,8,9,7,7,2,3,8,3,2,4,4,4,6,5,4,8,6,4,5,4,10,6,10,5,10,9,5,8,7,8,3,10,10,3,9,9,3,3,4,3,6,5,2,4,4,3,2,6,6,8,6,4,6,2,7,4,2,7,8,5,7,8,8,6,3,6,8,7
D232Y5,772,20/08/2023,DOM,4,4,5,2,2,2,2,2,2,2,2,2,2,10,10,8,9,9,2,9,9,3,9,2,8,2,5,8,6,2,2,6,2,2,5,6,9,9,3,5,8,6,10,8,4,9,9,7,3,5,8,9,9,3,10,8,9,9,10,2,10,5,10,4,5,10,9,4,5,4,10,6,10,6,7,10,7,9,6,8,5,7,6,9,6,2,9,10,2,5,10,6,6,10,10,2
D233Y5,1107,21/08/2023,SEG,2,3,4,2,2,2,2,2,2,2,2,2,2,6,5,4,7,2,8,3,9,10,2,7,4,6,8,3,4,7,2,7,2,6,10,3,6,6,8,7,7,5,9,3,9,9,4,3,6,6,2,7,4,10,8,2,5,5,3,8,5,7,8,10,9,5,3,2,8,9,10,6,2,4,10,2,3,3,4,10,8,6,2,5,7,7,7,3,10,10,3,3,9,6,9,8
D234Y5,677,22/08/2023,TER,4,5,4,2,2,2,2,2,2,2,2,2,2,5,7,9,8,8,4,7,4,3,10,5,3,3,6,8,9,7,3,9,2,6,5,4,10,6,10,9,9,7,6,7,8,2,2,9,5,9,3,9,8,3,6,3,4,10,3,8,2,2,10,10,6,6,5,10,5,7,3,3,8,6,6,9,8,2,10,5,3,5,5,2,9,5,7,5,4,6,8,8,3,3,5,2
D235Y5,1040,23/08/2023,QUA,5,4,4,2,2,2,2,2,2,2,2,2,2,9,9,2,5,9,3,2,5,2,2,10,4,3,8,4,2,6,2,3,3,9,6,6,5,5,8,9,3,8,3,2,8,6,6,9,10,6,6,5,9,3,6,6,6,3,5,2,9,8,10,7,9,5,9,4,4,8,10,5,4,9,4,5,7,5,3,7,8,9,4,9,4,4,5,10,5,7,8,8,9,7,2,2
D236Y5,655,24/08/2023,QUI,4,4,5,2,2,2,2,2,2,2,2,2,2,3,10,6,6,8,10,10,10,10,9,3,9,8,3,2,2,3,6,5,3,3,10,8,2,3,8,2,8,6,7,9,2,8,5,2,9,8,8,4,4,9,5,3,7,2,6,2,9,7,2,8,2,10,2,3,7,9,4,9,8,3,2,4,9,10,6,5,9,5,5,4,9,2,5,5,9,5,8,2,8,9,2,6
D237Y5,767,25/08/2023,SEX,3,5,5,2,2,2,2,2,2,2,2,2,2,3,6,2,2,6,9,4,4,3,10,7,6,9,3,5,7,6,4,2,5,6,6,6,10,2,2,5,9,5,2,2,6,4,4,6,8,3,4,8,10,4,2,10,7,10,6,10,10,5,5,6,6,7,2,7,7,8,7,8,2,7,5,3,9,5,7,7,4,6,2,7,9,10,2,8,8,7,8,8,3,8,7,5
D238Y5,790,26/08/2023,SÁB,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,6,10,10,8,8,3,7,7,3,10,3,6,8,10,9,8,2,7,4,5,5,4,5,3,8,4,9,10,6,10,2,5,6,9,3,9,10,2,8,2,2,5,2,9,2,3,7,4,7,3,2,4,9,2,5,2,10,7,4,10,8,3,3,4,7,2,5,4,10,5,10,2,10,10,7,10,4,4,10,9,4
D239Y5,834,27/08/2023,DOM,5,4,4,2,2,2,2,2,2,2,2,2,2,8,8,8,2,7,4,7,5,4,2,10,2,4,8,4,10,10,2,10,8,4,6,8,2,8,7,2,10,2,2,4,5,5,5,5,7,9,8,5,2,4,7,2,5,9,2,3,10,2,8,5,5,7,5,7,5,7,3,9,3,6,8,8,7,2,4,7,2,5,3,6,8,10,6,7,10,5,5,7,3,8,3,10
D240Y5,587,28/08/2023,SEG,4,5,2,2,2,2,2,2,2,2,2,2,2,3,10,5,9,10,5,4,5,6,8,5,3,3,6,10,4,9,4,7,4,2,7,2,5,8,6,2,4,6,3,7,6,9,10,7,9,4,6,8,6,3,2,5,3,4,7,6,6,2,3,3,5,3,10,6,6,3,7,9,9,5,6,5,6,9,4,3,10,8,7,4,9,7,3,3,10,8,4,3,7,10,3,8
D241Y5,1096,29/08/2023,TER,5,3,3,2,2,2,2,2,2,2,2,2,2,10,5,9,4,4,10,9,2,5,7,3,8,5,3,4,6,7,9,3,10,5,7,6,7,10,2,8,4,5,8,3,4,9,8,2,3,8,7,7,8,7,8,6,9,6,9,5,5,6,5,7,3,5,2,4,10,6,7,10,4,6,7,5,3,6,10,9,4,9,3,9,9,10,3,8,5,4,8,7,10,2,3,6
D242Y5,711,30/08/2023,QUA,4,5,5,2,2,2,2,2,2,2,2,2,2,2,10,7,6,4,10,5,7,10,5,6,6,5,7,3,5,8,9,10,5,8,4,4,8,5,9,6,4,10,7,6,7,7,2,8,9,8,10,9,10,9,8,10,8,5,5,7,6,5,10,6,10,3,5,9,8,5,9,3,9,7,7,9,10,4,9,3,7,4,10,3,10,6,8,9,10,9,6,9,2,4,5,2
D243Y5,907,31/08/2023,QUI,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,7,10,9,5,4,7,8,10,7,9,4,10,8,6,6,5,6,2,5,6,4,7,7,4,2,2,6,7,6,4,10,5,4,6,2,4,6,5,7,10,4,2,9,6,5,4,2,7,4,3,5,4,8,3,2,6,7,4,4,5,7,3,10,6,10,7,3,3,5,4,5,4,7,10,8,9,9,10,3,9,5
D244Y5,623,01/09/2023,SEX,5,2,2,2,2,2,2,2,2,2,2,2,2,6,10,4,6,3,4,4,7,9,5,4,5,10,2,2,2,7,5,4,9,9,9,2,3,4,5,6,2,5,4,6,6,2,8,5,9,9,7,10,8,9,7,6,6,4,7,6,7,10,2,4,4,7,9,10,8,2,4,6,8,7,10,4,3,5,4,7,9,7,3,2,8,3,2,4,7,6,7,5,3,7,5,8
D245Y5,967,02/09/2023,SÁB,4,4,4,2,2,2,2,2,2,2,2,2,2,9,8,2,2,10,2,4,4,10,2,10,6,7,5,8,2,2,8,9,3,9,3,9,5,3,6,9,3,10,6,10,8,3,3,6,6,10,10,2,3,7,6,4,6,10,4,5,6,8,3,9,7,5,6,8,7,4,8,8,9,4,10,3,7,8,5,5,10,3,10,8,10,3,8,5,2,8,3,7,8,2,2,8
D246Y5,1155,03/09/2023,DOM,4,3,5,2,2,2,2,2,2,2,2,2,2,10,10,10,4,9,4,6,8,7,10,8,9,9,5,4,5,4,3,10,10,8,2,3,7,9,8,9,6,4,2,3,6,7,10,5,8,8,4,3,3,3,6,6,2,4,10,9,2,4,5,5,10,5,5,6,9,3,4,9,7,5,6,8,10,3,3,5,9,8,8,6,3,7,9,2,5,6,4,7,10,8,4,8
D247Y5,845,04/09/2023,SEG,3,4,5,2,2,2,2,2,2,2,2,2,2,6,3,5,3,10,2,8,6,5,6,9,6,5,6,10,8,6,2,5,8,9,9,8,10,10,4,2,5,3,3,5,3,6,7,5,5,6,8,4,6,6,6,4,2,5,3,9,10,5,8,6,5,9,6,7,7,10,3,3,5,2,3,2,2,7,2,4,5,10,10,9,6,7,5,4,5,2,3,6,3,6,10,2
D248Y5,1029,05/09/2023,TER,3,4,5,2,2,2,2,2,2,2,2,2,2,9,10,9,3,10,2,6,7,6,6,10,9,4,7,10,10,2,4,5,4,4,3,4,8,2,4,3,4,4,3,5,10,2,2,7,8,9,5,6,2,10,2,9,2,4,4,4,4,5,6,6,8,4,7,2,2,2,2,6,8,3,5,6,7,2,3,5,7,7,6,10,4,7,10,6,6,2,9,9,5,2,7,7
D249Y5,515,06/09/2023,QUA,4,3,4,2,2,2,2,2,2,2,2,2,2,8,4,7,10,4,4,3,3,2,7,8,9,5,9,6,8,6,8,5,8,5,2,7,9,8,6,5,3,9,9,4,4,2,8,2,4,5,8,3,4,10,3,4,3,7,5,7,8,2,9,4,9,3,10,2,5,3,7,7,6,3,9,6,5,8,10,4,3,10,8,3,9,3,4,5,4,3,2,4,2,8,7,2
D250Y5,999,07/09/2023,QUI,2,4,2,2,2,2,2,2,2,2,2,2,2,8,5,8,6,8,5,6,3,5,2,8,6,4,2,6,8,3,6,10,3,8,7,7,2,4,6,3,3,3,7,5,2,3,7,9,9,9,5,9,10,7,7,2,2,5,6,3,2,2,8,5,3,2,6,3,3,6,4,8,7,5,5,9,4,9,7,3,10,3,6,4,9,6,2,9,7,6,8,3,9,8,6,2
D251Y5,532,08/09/2023,SEX,2,5,2,2,2,2,2,2,2,2,2,2,2,10,9,9,6,5,2,2,9,6,8,9,10,3,4,8,6,5,9,9,6,5,5,5,2,8,9,8,7,8,3,2,9,4,6,5,2,2,2,3,10,9,5,8,6,8,9,3,9,6,2,7,5,9,9,5,6,8,8,8,6,9,2,6,8,5,4,6,9,6,10,4,9,9,9,6,2,3,8,4,2,2,5,3
D252Y5,649,09/09/2023,SÁB,2,4,5,2,2,2,2,2,2,2,2,2,2,3,7,10,5,4,4,6,7,8,5,10,3,7,8,5,4,8,2,7,4,6,7,8,7,6,10,6,9,5,2,8,10,7,4,5,9,9,6,8,6,2,2,10,4,9,8,10,6,4,8,4,7,4,8,6,6,3,10,10,6,9,10,8,5,2,5,8,7,10,8,9,5,5,8,4,9,9,10,5,10,10,3,8
D253Y5,799,10/09/2023,DOM,4,4,5,2,2,2,2,2,2,2,2,2,2,8,3,5,6,8,8,8,8,8,5,3,4,3,7,6,4,3,8,3,4,7,6,10,2,8,10,3,2,4,8,2,8,2,9,3,7,9,2,4,2,3,8,8,8,9,2,7,8,3,3,10,4,3,6,3,10,9,9,6,8,9,6,7,5,8,3,4,2,6,5,6,6,9,7,2,4,10,3,4,4,5,8,2
D254Y5,730,11/09/2023,SEG,4,4,4,2,2,2,2,2,2,2,2,2,2,9,3,10,4,7,4,3,8,6,2,6,10,7,3,8,7,6,9,9,7,5,6,7,4,10,3,2,9,8,3,9,8,7,3,4,5,4,3,8,8,9,7,2,6,3,7,2,8,2,2,7,3,6,9,4,4,4,10,3,9,10,8,2,3,2,5,6,2,9,8,10,10,7,8,10,9,10,8,6,9,7,2,7
D255Y5,1018,12/09/2023,TER,3,4,4,2,2,2,2,2,2,2,2,2,2,4,2,9,5,6,5,3,6,9,6,3,3,4,3,8,5,7,7,7,9,5,9,8,8,7,6,7,7,2,3,2,5,9,3,9,10,9,9,4,9,2,10,7,6,3,8,9,2,7,4,10,6,6,8,2,7,7,8,9,6,6,9,4,4,10,8,9,7,6,9,3,10,7,2,8,6,8,2,4,5,5,3,2
D256Y5,1116,13/09/2023,QUA,5,5,2,2,2,2,2,2,2,2,2,2,2,10,8,2,3,10,6,4,5,2,2,3,8,8,9,10,5,2,7,7,3,10,2,6,4,6,8,2,4,3,6,7,6,7,10,9,7,7,8,10,9,3,2,9,8,4,10,10,6,6,9,6,7,6,6,7,7,2,3,5,9,2,3,5,8,7,4,4,6,4,7,8,8,10,9,2,4,10,5,5,9,2,9,8
D257Y5,674,14/09/2023,QUI,4,2,2,2,2,2,2,2,2,2,2,2,2,2,9,6,2,10,9,10,9,3,2,2,5,8,2,3,9,6,5,8,3,2,3,4,7,3,9,7,9,6,7,8,7,5,8,10,7,3,7,8,8,8,2,3,9,2,7,7,5,3,2,3,8,3,2,4,4,4,9,2,3,3,3,4,9,7,8,2,10,4,5,4,10,4,10,5,3,2,3,3,6,8,4,4
D258Y5,1147,15/09/2023,SEX,2,4,2,2,2,2,2,2,2,2,2,2,2,3,8,10,2,4,6,5,6,5,4,8,4,2,6,8,6,4,8,10,5,10,4,8,3,6,7,8,7,9,7,4,5,5,2,8,7,2,3,7,4,3,5,10,8,9,8,7,6,3,6,7,4,8,9,10,6,6,6,6,2,6,2,10,5,9,4,9,10,8,10,5,2,6,2,10,3,4,2,9,8,6,5,5
D259Y5,1172,16/09/2023,SÁB,2,2,3,2,2,2,2,2,2,2,2,2,2,7,3,9,9,8,4,5,5,3,10,6,10,10,5,3,4,9,6,6,9,8,5,2,8,6,10,4,6,9,3,8,10,7,4,4,5,6,4,4,2,2,9,4,3,8,4,2,3,2,6,9,9,3,10,7,2,7,5,7,3,8,7,2,6,2,3,3,9,9,7,10,5,8,5,5,3,4,4,5,6,7,9,7
D260Y5,636,17/09/2023,DOM,3,5,4,2,2,2,2,2,2,2,2,2,2,10,10,6,7,2,9,7,4,10,5,7,4,6,8,5,2,2,6,5,5,8,5,4,6,4,5,2,6,2,3,8,6,10,3,6,10,7,6,9,2,6,4,5,4,2,8,3,8,3,9,4,8,4,10,2,2,8,8,2,8,10,7,9,7,9,4,6,8,5,5,7,9,3,5,8,3,3,8,10,8,8,8,4
D261Y5,1198,18/09/2023,SEG,4,4,5,2,2,2,2,2,2,2,2,2,2,9,9,10,7,4,4,4,7,4,2,8,2,10,5,6,7,9,5,10,6,9,10,5,2,9,9,3,6,5,8,6,6,4,7,6,4,9,4,10,3,2,4,6,10,10,10,10,3,9,3,9,4,3,2,2,10,7,3,6,7,10,10,9,4,10,8,7,3,4,6,2,5,9,3,3,3,9,9,7,5,9,8,2
D262Y5,881,19/09/2023,TER,5,2,5,2,2,2,2,2,2,2,2,2,2,4,10,5,9,9,5,4,7,2,2,5,10,9,2,8,3,4,10,5,6,3,3,10,2,8,2,4,9,5,9,4,8,9,8,7,4,5,8,5,2,10,8,3,5,6,3,7,6,5,5,5,9,9,2,7,3,10,10,7,6,2,7,9,10,7,8,8,4,7,4,4,7,10,10,9,4,9,3,9,2,3,8,6
D263Y5,761,20/09/2023,QUA,4,5,5,2,2,2,2,2,2,2,2,2,2,7,5,5,6,8,6,6,5,6,4,6,9,2,5,10,9,7,3,2,10,5,10,4,2,5,4,2,2,6,6,4,4,4,3,5,10,7,9,9,8,5,9,7,6,3,4,6,4,3,3,10,10,5,4,4,6,10,4,4,6,6,4,5,4,2,6,3,9,3,8,2,9,8,10,2,5,7,6,7,2,5,5,4
D264Y5,671,21/09/2023,QUI,2,4,2,2,2,2,2,2,2,2,2,2,2,6,2,4,9,10,9,10,3,3,5,5,3,4,10,4,8,10,9,3,7,3,7,7,6,9,3,8,10,2,5,7,7,10,8,7,2,2,4,6,7,3,4,4,8,7,9,8,9,5,10,4,10,8,10,3,2,8,3,9,4,10,2,5,8,3,4,5,4,4,2,10,2,5,8,7,9,2,2,3,2,10,5,4
D265Y5,1174,22/09/2023,SEX,5,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,9,4,9,4,10,4,8,9,8,9,8,7,5,5,6,6,3,2,7,4,6,9,3,3,6,6,10,6,2,6,8,9,2,5,7,6,5,5,3,9,3,2,7,10,5,8,5,3,2,2,7,3,9,3,9,10,10,3,3,4,6,9,2,3,9,3,4,9,10,2,2,8,7,7,9,9,4,5,5,9
D266Y5,627,23/09/2023,SÁB,2,3,2,2,2,2,2,2,2,2,2,2,2,8,5,10,6,3,6,6,3,5,2,5,7,9,10,10,6,6,9,4,7,8,6,7,5,7,9,4,9,6,6,8,10,9,3,8,3,3,10,5,6,6,10,4,8,4,3,8,3,10,7,7,10,8,10,4,7,5,10,5,10,10,3,5,8,3,10,5,6,6,5,2,6,2,8,10,7,10,8,3,5,4,7,5
D267Y5,1184,24/09/2023,DOM,3,5,4,2,2,2,2,2,2,2,2,2,2,8,3,9,9,7,6,8,10,2,4,8,5,5,6,10,5,5,4,9,7,7,3,2,4,7,8,8,8,7,10,3,3,8,7,7,6,4,6,2,3,6,4,2,4,4,6,2,8,10,5,10,5,4,7,8,10,10,2,2,7,8,9,6,3,4,2,9,4,8,5,3,10,10,3,9,3,8,10,6,7,4,10,2
D268Y5,815,25/09/2023,SEG,5,2,5,2,2,2,2,2,2,2,2,2,2,3,9,9,7,8,6,3,2,3,5,6,9,10,2,8,9,3,5,2,4,6,5,6,9,3,7,6,10,8,10,10,3,4,9,3,6,6,9,10,5,6,10,2,8,8,7,8,3,2,6,6,3,3,5,5,10,4,7,7,5,6,6,5,6,2,8,8,8,2,6,5,6,3,5,4,8,3,9,6,4,3,10,2
D269Y5,973,26/09/2023,TER,4,5,4,2,2,2,2,2,2,2,2,2,2,9,7,6,5,4,2,3,4,7,6,5,5,6,3,5,2,7,6,3,7,5,3,2,4,9,3,7,2,6,7,6,9,2,8,5,9,3,5,2,3,6,9,5,10,10,9,6,10,4,6,2,3,8,7,6,8,8,5,3,5,5,8,8,3,7,4,8,6,3,2,3,7,10,7,5,5,2,5,4,10,2,7,10
D270Y5,967,27/09/2023,QUA,4,2,5,2,2,2,2,2,2,2,2,2,2,5,8,2,9,10,3,9,5,10,7,8,3,6,2,4,10,3,4,8,2,5,4,5,5,8,4,8,3,9,8,8,10,4,6,4,5,2,2,3,2,9,8,4,10,10,4,2,2,5,9,6,7,4,4,4,8,5,4,6,5,4,9,7,7,5,9,10,8,10,6,6,3,4,6,5,4,10,10,4,5,8,6,9
D271Y5,654,28/09/2023,QUI,3,3,4,2,2,2,2,2,2,2,2,2,2,5,3,5,8,2,4,3,2,4,9,8,8,8,6,3,6,4,3,7,7,9,2,5,7,8,4,5,9,10,7,5,9,9,10,4,9,9,9,9,2,4,2,3,5,7,5,3,7,6,7,5,6,7,9,6,8,5,9,4,2,4,4,2,6,4,7,6,10,8,8,7,5,3,8,7,10,4,7,3,3,5,10,2
D272Y5,631,29/09/2023,SEX,5,3,4,2,2,2,2,2,2,2,2,2,2,8,5,5,5,3,7,8,4,5,2,2,5,5,6,7,5,2,3,2,6,4,2,2,9,10,3,4,10,7,5,7,9,7,9,3,9,6,6,7,8,2,10,9,6,5,7,9,2,3,2,5,10,6,2,4,8,10,4,5,4,5,4,9,7,8,6,5,7,8,2,7,9,4,6,9,3,4,5,6,2,8,2,4
D273Y5,656,30/09/2023,SÁB,4,4,2,2,2,2,2,2,2,2,2,2,2,2,8,3,10,4,6,8,9,6,5,10,7,10,2,3,9,9,3,2,10,8,8,5,3,8,5,2,10,4,4,4,4,10,3,2,5,4,6,4,3,10,3,10,6,2,3,8,3,3,9,10,9,2,3,2,9,7,2,5,2,7,4,9,6,5,6,7,10,6,7,5,10,9,6,9,3,2,6,2,6,2,5,3
D274Y5,700,01/10/2023,DOM,5,3,5,2,2,2,2,2,2,2,2,2,2,5,8,6,7,6,2,8,3,7,4,10,10,8,9,9,4,7,9,9,8,3,4,2,6,3,9,7,10,3,9,5,10,4,10,5,10,9,8,3,5,9,6,9,3,8,2,8,3,8,6,2,3,4,7,5,2,2,9,9,10,10,5,4,9,3,8,4,6,8,8,7,8,10,6,2,7,9,3,8,7,7,5,7
D275Y5,710,02/10/2023,SEG,3,3,4,2,2,2,2,2,2,2,2,2,2,6,2,4,9,6,4,4,6,7,9,6,9,2,6,2,7,9,5,10,2,3,10,2,2,9,3,5,4,7,2,4,3,2,7,2,10,6,4,4,5,2,5,10,7,7,10,4,8,7,5,9,8,9,4,5,6,6,4,7,8,10,7,4,9,3,6,4,10,5,2,4,6,2,3,8,9,7,10,8,3,2,2,4
